country,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Afghanistan,1.0140646976090013,0.9805825242718448,1.055162659123055,1.014745308310992,1.0171730515191546,0.9259740259740259,1.0603085553997194,0.9841269841269844,1.008064516129032,1.0079999999999998,0.9034391534391535,0.6925329428989752,0.9936575052854123,0.9936170212765959,0.8822269807280513,0.8762135922330098,0.8919667590027701,0.9316770186335404,1.0,1.04,1.5961538461538463,1.1144578313253013,1.135135135135135,0.8968253968253967,1.0442477876106195,1.0796610169491525,1.1742543171114599,0.7245989304812834,1.4317343173431731,0.9677835051546392,0.7922769640479361,1.1932773109243697,1.1323943661971831,1.11318407960199,1.1050279329608939,1.0364004044489383,1.024390243902439
Albania,1.0339157245632065,1.0248508946322068,1.0239249919172324,1.0233659614777393,1.0228324591175562,1.015082956259427,1.1824665676077266,0.9331490324202061,1.035820091570159,0.7332293291731669,1.2351063829787234,0.9150157909847831,1.029494822717289,1.137762877171594,1.1149209750870612,1.362085535800096,0.8781090139354384,0.9787063077541182,1.0736863711001643,0.8694322309309883,0.7737467018469657,0.9880647911338448,1.4716709807305148,1.0574555403556773,0.9829975974866013,0.9308140627937583,0.5574631387598464,1.3619565217391305,1.383612662942272,1.4752932128436835,0.5260002606542422,1.1707135777998015,1.4728042328042328,0.6791205632993247,1.2412187896741431,1.2165018752130923,0.6278026905829597
Algeria,1.4596774193548387,1.30939226519337,0.4915611814345992,2.2145922746781115,1.2383720930232558,0.3865414710485133,1.9878542510121457,0.3686354378818737,1.4530386740331493,0.5095057034220533,2.1641791044776117,0.6793103448275862,1.7715736040609136,0.46991404011461313,1.1646341463414636,0.7015706806282723,0.5522388059701493,2.878378378378378,0.943661971830986,0.26368159203980096,1.2830188679245285,0.8235294117647058,4.678571428571429,0.9465648854961831,2.2137096774193545,0.39344262295081983,1.0370370370370368,1.25,1.082142857142857,0.5676567656765676,2.889534883720931,1.2394366197183095,0.5308441558441559,0.7675840978593272,0.5737051792828686,0.49305555555555547,0.7746478873239437
American Samoa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,1.0,1.1320754716981132,1.0,1.0,1.0,1.1,1.0,1.0,1.0106060606060605,1.0764617691154421,0.9958217270194986,1.1636363636363638,1.0588942307692306,1.0056753688989784,1.0056433408577878,1.028058361391695,0.945414847161572,1.2113163972286376,0.8436606291706386,1.0203389830508476,1.1151716500553708,1.1241310824230388,1.085689045936396,1.4100895036615133,1.2677437968840162,1.200728265817023,0.9370735405610311,1.2552588996763756,0.9871092491137609,1.196865817825661,1.0821058374249863,0.9412654398790017,1.2637921799678624,1.0652680652680657,1.01034414163517,1.1640086631226623,1.3152909336941812
Antarctica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argentina,0.9465341985872623,1.1459167576750395,0.9798803409752741,1.1107148646458096,0.9992216384510604,1.0174780915287245,1.0394277238145369,0.6897297794963861,0.8633117533204299,1.3758793969849246,0.9079620160701243,1.193761990222167,1.2300673924313117,1.1466200269723532,0.9807770059175948,0.8631764353170439,1.2236790691616375,0.9452190881674649,0.8152096392778051,1.3429413389814897,1.2779606391003224,0.9755587154240335,0.9481051647324129,0.9089485134155184,1.1157773806484554,1.1546447774854136,0.8130341086423423,0.9654510556621881,1.1011076398750355,1.0158484509787062,1.1687919652429049,0.93992131115885,1.1017976373908578,0.992355025172478,0.9347284855317549,0.970877201799131,1.0753144572700448
Australia,1.0848342666868473,0.9739100104638995,0.88897643435284,0.9970993473531545,1.1255757575757577,1.0605212147318543,0.9384646628757107,1.0178172112818293,1.0709425939050319,0.9765071801998543,1.113648685280564,0.9653745512079354,1.0812531517902166,0.9830350376027519,0.9753291424504802,1.0062629210750336,1.069732310109372,0.9414223577924646,1.0583823352934116,0.9822552298883157,1.0242987417753664,0.9746999492872034,1.0259567580067062,0.9999436524483011,1.069874901386228,1.036395238596861,0.9221934237942776,0.903008927587347,0.8848407176858294,1.1227670873853368,1.1546163769273297,0.9056182166418388,1.2494418987193043,1.0273180364867407,0.7749553755320611,1.106957240727616,1.0424158352451582
Austria,1.0525530216251866,1.0024733700491377,0.9903283110730968,0.9681437682699974,1.069480185280494,1.0080205325633622,0.8356779121578612,1.3766233766233766,0.987412161788303,0.9066431313216217,1.0002472264285052,1.107794976364816,1.052515618027666,0.969686531174647,1.0548708840005465,0.924202782167189,1.0535639207332455,1.0297967436415876,1.0864420791567635,1.024254529890141,0.9736267818173377,0.991082073537126,0.8377923202771631,1.1121704669461834,1.0119035323280314,1.0016841460613948,1.052834033881034,1.0339471073580295,1.0617569970981935,0.9154746423927178,0.9060092449922957,1.2546502976190477,0.9629990469130573,0.968681270343978,0.9197166469893744,1.0727263750370295,0.9647213144934876
